codAuto;codMonitoramento;data;Elemento;km;Estado;Rodovia;Sentido;Altura;Largura;Diametro;Dimensão;EstadoConservacao;Localizacao;CaixaAla;Tipo;TipoMontante;MaterialRevestimento;formato;SIGLA;repararEntorno;medidaAproximada;elementoExcluido;motivoExclusao;Latitude1;Longitude1;OK;Limpeza;Assoreado;Afogado;TestaAlaDanificada;TubulacaoDanificada;CaixaDanificada;Erosao;FissurasTrincas;SemTampa;Tampadanificada;TampaDanificadaInexist;Estrutura;SemSolucaoImediata;TipoSemSolucaoImediata;DescricaoOutroSemSolucaoImediata;Observacao;funcionario;Marginal;Correcao;dataEnvio;InterferenciaTerceiros;TipoInterferenciaTerceiros;fotoInterna;descricaoFotoInterna;descricaoOutroFotoInterna;inacessivelRocada;Semestre;Ano;Controle;removido;lote;Foto1_Ficha;Foto2_Ficha;Foto1;Foto2;Foto3;Foto4;Foto5;Foto6;Foto7;Foto8;Foto9;Foto10;Foto11;Foto12;Foto13;Foto14;Foto15;Foto1_fichas_nova;Foto2_fichas_nova;Foto3_fichas_nova;Foto4_fichas_nova;observacaoAlteracao;sync;edit
3613;10645;8/9/2020;BUEIRO;000+000;ES;BR-101;NORTE;0,80;1,50;0,80;ø0,8;Bom;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CLP;NÃO;NÃO;NÃO;NÃO;-20,78721025;-40,78330758;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;STHEFANO EMANUEL GIOVANETTI;N;N;8/9/2020;Não;;Sem Foto;Selada;;N;4;2020;;;BR-101;Drenagem_BU_000+000_000_ECO101_20200908_114321.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114300.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114321.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114300.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114252.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114307.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114312.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114207.jpg;;;;;;;;;;;;;;;;
3726;10567;8/9/2020;BUEIRO;000+000;ES;BR-101;CANTEIRO CENTRAL;1,40;1,30;0,80;ø0,8;Bom;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-20,78699053;-40,78344244;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;STHEFANO EMANUEL GIOVANETTI;N;N;8/9/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_000+000_000_ECO101_20200908_113724.jpg;Drenagem_BU_000+000_000_ECO101_20200908_113857.jpg;Drenagem_BU_000+000_000_ECO101_20200908_113724.jpg;Drenagem_BU_000+000_000_ECO101_20200908_113857.jpg;Drenagem_BU_000+000_000_ECO101_20200908_113843.jpg;Drenagem_BU_000+000_000_ECO101_20200908_113838.jpg;;;;;;;;;;;;;;;;;;
3727;10568;8/9/2020;BUEIRO;000+000;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Bom;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-20,78721986;-40,78332064;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;STHEFANO EMANUEL GIOVANETTI;N;N;8/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+000_000_ECO101_20200908_113954.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114030.jpg;Drenagem_BU_000+000_000_ECO101_20200908_113954.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114030.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114006.jpg;Drenagem_BU_000+000_000_ECO101_20200908_114144.jpg;;;;;;;;;;;;;;;;;;
3728;10569;27/9/2020;BUEIRO;000+130;ES;BR-101;NORTE;1,50;1,30;0,80;ø0,8;Bom;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-20,78781267;-40,78447858;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;Câmera;5722;;N;4;2020;;;BR-101;Drenagem_BU_000+130_107_ECO101_20200927_123834.jpg;27-09_DSC05722.jpg;Drenagem_BU_000+130_107_ECO101_20200927_123834.jpg;27-09_DSC05722.jpg;Drenagem_BU_000+130_107_ECO101_20200927_123847.jpg;Drenagem_BU_000+130_107_ECO101_20200927_123854.jpg;Drenagem_BU_000+130_107_ECO101_20200927_123859.jpg;Drenagem_BU_000+130_107_ECO101_20200927_123906.jpg;Drenagem_BU_000+130_107_ECO101_20200927_123842.jpg;;;;;;;;;;;;;;;
4721;10570;8/10/2020;BUEIRO;000+130;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO; ;;-20,787936;-40,7844289;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;GUILHERME DE OLIVEIRA MONGE;N;N;8/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+130_001_ECO101_20201008_123803.jpg;Drenagem_BU_000+130_001_ECO101_20201008_123935.jpg;Drenagem_BU_000+130_001_ECO101_20201008_123803.jpg;Drenagem_BU_000+130_001_ECO101_20201008_123935.jpg;Drenagem_BU_000+130_001_ECO101_20201008_123945.jpg;Drenagem_BU_000+130_001_ECO101_20201008_123957.jpg;Drenagem_BU_000+130_001_ECO101_20201008_124011.jpg;;;;;;;;;;;;;;;;;
3730;10572;27/9/2020;BUEIRO;000+170;ES;BR-101;SUL;2,00;2,00;0,00;2x2;Regular;ACESSO;ALA;TRIPLO;MONTANTE;CONCRETO;CELULAR;BTCC;NÃO;NÃO;NÃO;NÃO;-20,7880252355294;-40,7844917444633;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+170_394_ECO101_20200927_123724.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123750.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123724.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123750.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123744.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123810.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123829.jpg;Drenagem_BU_000+170_394_ECO101_20200927_123837.jpg;;;;;;;;;;;;;;;;
3731;10646;27/9/2020;BUEIRO;000+170;ES;BR-101;NORTE;0,45;0,30;0,80;ø0,8;Regular;ACESSO;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-20,7878485;-40,78487019;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;Câmera;5720;;N;4;2020;;;BR-101;Drenagem_BU_000+170_107_ECO101_20200927_123602.jpg;27-09_DSC05720.jpg;Drenagem_BU_000+170_107_ECO101_20200927_123602.jpg;27-09_DSC05720.jpg;Drenagem_BU_000+170_107_ECO101_20200927_123617.jpg;Drenagem_BU_000+170_107_ECO101_20200927_123630.jpg;Drenagem_BU_000+170_107_ECO101_20200927_123643.jpg;Drenagem_BU_000+170_107_ECO101_20200927_123650.jpg;Drenagem_BU_000+170_107_ECO101_20200927_123609.jpg;;;;;;;;;;;;;;;
3732;10571;27/9/2020;BUEIRO;000+180;ES;BR-101;NORTE;2,00;2,00;0,00;2x2;Bom;ACESSO;ALA;TRIPLO;JUSANTE;CONCRETO;CELULAR;BTCC;NÃO;NÃO;NÃO;NÃO;-20,7881826659547;-40,7846232767948;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+180_394_ECO101_20200927_123535.jpg;Drenagem_BU_000+180_394_ECO101_20200927_123615.jpg;Drenagem_BU_000+180_394_ECO101_20200927_123535.jpg;Drenagem_BU_000+180_394_ECO101_20200927_123615.jpg;Drenagem_BU_000+180_394_ECO101_20200927_123555.jpg;Drenagem_BU_000+180_394_ECO101_20200927_123545.jpg;;;;;;;;;;;;;;;;;;
3733;10647;27/9/2020;BUEIRO;000+180;ES;BR-101;NORTE;0,75;0,40;0,80;ø0,8;Regular;ACESSO;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BLC;NÃO;NÃO;NÃO;NÃO;-20,7879973;-40,78497389;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;Câmera;5719;;N;4;2020;;;BR-101;Drenagem_BU_000+180_107_ECO101_20200927_123344.jpg;27-09_DSC05719.jpg;Drenagem_BU_000+180_107_ECO101_20200927_123344.jpg;27-09_DSC05719.jpg;Drenagem_BU_000+180_107_ECO101_20200927_123402.jpg;Drenagem_BU_000+180_107_ECO101_20200927_123409.jpg;Drenagem_BU_000+180_107_ECO101_20200927_123415.jpg;Drenagem_BU_000+180_107_ECO101_20200927_123423.jpg;Drenagem_BU_000+180_107_ECO101_20200927_123354.jpg;;;;;;;;;;;;;;;
3734;10573;27/9/2020;BUEIRO;000+190;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-20,7881431084922;-40,784804180631;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+190_394_ECO101_20200927_123344.jpg;Drenagem_BU_000+190_394_ECO101_20200927_123430.jpg;Drenagem_BU_000+190_394_ECO101_20200927_123344.jpg;Drenagem_BU_000+190_394_ECO101_20200927_123430.jpg;Drenagem_BU_000+190_394_ECO101_20200927_123411.jpg;Drenagem_BU_000+190_394_ECO101_20200927_123353.jpg;;;;;;;;;;;;;;;;;;
3735;10574;27/9/2020;BUEIRO;000+200;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-20,7881948392744;-40,7850163236583;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+200_394_ECO101_20200927_123048.jpg;Drenagem_BU_000+200_394_ECO101_20200927_123214.jpg;Drenagem_BU_000+200_394_ECO101_20200927_123048.jpg;Drenagem_BU_000+200_394_ECO101_20200927_123214.jpg;Drenagem_BU_000+200_394_ECO101_20200927_123200.jpg;Drenagem_BU_000+200_394_ECO101_20200927_123144.jpg;Drenagem_BU_000+200_394_ECO101_20200927_123235.jpg;;;;;;;;;;;;;;;;;
3736;10648;27/9/2020;BUEIRO;000+200;ES;BR-101;NORTE;0,60;0,50;0,80;ø0,8;Regular;ACESSO;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-20,78810809;-40,78509912;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;Câmera;5718;;N;4;2020;;;BR-101;Drenagem_BU_000+200_107_ECO101_20200927_123132.jpg;27-09_DSC05718.jpg;Drenagem_BU_000+200_107_ECO101_20200927_123132.jpg;27-09_DSC05718.jpg;Drenagem_BU_000+200_107_ECO101_20200927_123139.jpg;Drenagem_BU_000+200_107_ECO101_20200927_123146.jpg;Drenagem_BU_000+200_107_ECO101_20200927_123205.jpg;Drenagem_BU_000+200_107_ECO101_20200927_123214.jpg;Drenagem_BU_000+200_107_ECO101_20200927_123126.jpg;;;;;;;;;;;;;;;
2458;1844;26/9/2020;BUEIRO;000+220;ES;BR-101;SUL;0,70;2,00;0,60;ø0,6;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BA;NÃO;NÃO;NÃO;NÃO;-18,1774263371939;-39,9200855819841;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;S;N;26/9/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_000+220_0_ECO101_20200926_112108.jpg;Correcao_000+220_001_ECO101_20201012_080152.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112108.jpg;Correcao_000+220_001_ECO101_20201012_080152.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112133.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112138.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112144.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112149.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112122.jpg;Drenagem_BU_000+220_0_ECO101_20200926_112155.jpg;;;;;;;;;;;;;;
2459;1842;26/9/2020;BUEIRO;000+230;ES;BR-101;SUL;1,00;2,00;0,60;ø0,6;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BA;NÃO;NÃO;NÃO;NÃO;-18,1775913559612;-39,9201399762085;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;S;N;26/9/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_000+230_0_ECO101_20200926_112258.jpg;Correcao_000+230_001_ECO101_20201012_080341.jpg;Drenagem_BU_000+230_0_ECO101_20200926_112258.jpg;Correcao_000+230_001_ECO101_20201012_080341.jpg;Drenagem_BU_000+230_0_ECO101_20200926_112313.jpg;Drenagem_BU_000+230_0_ECO101_20200926_112332.jpg;Drenagem_BU_000+230_0_ECO101_20200926_112337.jpg;Drenagem_BU_000+230_0_ECO101_20200926_112306.jpg;Drenagem_BU_000+230_0_ECO101_20200926_112345.jpg;;;;;;;;;;;;;;;
2460;1845;26/9/2020;BUEIRO;000+240;ES;BR-101;SUL;1,10;2,80;0,60;ø0,6;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BA;NÃO;NÃO;NÃO;NÃO;-18,1777678289983;-39,9202434951179;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;S;N;26/9/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_000+240_0_ECO101_20200926_112455.jpg;Correcao_000+240_001_ECO101_20201012_080532.jpg;Drenagem_BU_000+240_0_ECO101_20200926_112455.jpg;Correcao_000+240_001_ECO101_20201012_080532.jpg;Drenagem_BU_000+240_0_ECO101_20200926_112505.jpg;Drenagem_BU_000+240_0_ECO101_20200926_112511.jpg;Drenagem_BU_000+240_0_ECO101_20200926_112501.jpg;Drenagem_BU_000+240_0_ECO101_20200926_112522.jpg;Drenagem_BU_000+240_0_ECO101_20200926_112518.jpg;;;;;;;;;;;;;;;
2461;1843;26/9/2020;BUEIRO;000+250;ES;BR-101;SUL;1,10;2,00;0,60;ø0,6;Bom;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BA;NÃO;NÃO;NÃO;NÃO;-18,1778927795773;-39,9203636494576;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;S;N;26/9/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_000+250_0_ECO101_20200926_112716.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112749.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112716.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112749.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112724.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112734.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112739.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112743.jpg;Drenagem_BU_000+250_0_ECO101_20200926_112720.jpg;;;;;;;;;;;;;;;
2457;1752;26/9/2020;BUEIRO;000+270;ES;BR-101;SUL;0,00;0,00;0,60;ø0,6;Bom;ACESSO;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,1780831;-39,9205566;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TUBULAÇÃO EXPOSTA;N;;;;JOSE FERNANDES PEREIRA;N;N;28/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+270_j 00_ECO101_20200926_112334.jpg;Drenagem_BU_000+270_j 00_ECO101_20200926_112434.jpg;Drenagem_BU_000+270_j 00_ECO101_20200926_112334.jpg;Drenagem_BU_000+270_j 00_ECO101_20200926_112434.jpg;Drenagem_BU_000+270_j 00_ECO101_20200926_112403.jpg;Drenagem_BU_000+270_j 00_ECO101_20200926_112349.jpg;Drenagem_BU_000+270_j 00_ECO101_20200926_112453.jpg;;;;;;;;;;;;;;;;;
3661;10649;27/9/2020;BUEIRO;000+380;ES;BR-101;NORTE;2,50;2,50;0,00;2,5x2,5;Regular;RODOVIA;ALA;TRIPLO;MONTANTE;CONCRETO;CELULAR;BTCC;NÃO;NÃO;NÃO;NÃO;-20,7889497967537;-40,7862308348842;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+380_394_ECO101_20200927_122545.jpg;Drenagem_BU_000+380_394_ECO101_20200927_122755.jpg;Drenagem_BU_000+380_394_ECO101_20200927_122545.jpg;Drenagem_BU_000+380_394_ECO101_20200927_122755.jpg;Drenagem_BU_000+380_394_ECO101_20200927_122559.jpg;Drenagem_BU_000+380_394_ECO101_20200927_122806.jpg;;;;;;;;;;;;;;;;;;
3662;10575;27/9/2020;BUEIRO;000+400;ES;BR-101;SUL;2,50;2,50;0,00;2,5x2,5;Bom;RODOVIA;ALA;TRIPLO;JUSANTE;CONCRETO;CELULAR;BTCC;NÃO;NÃO;NÃO;NÃO;-20,78891366;-40,78683802;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+400_107_ECO101_20200927_122629.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122737_1.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122629.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122737_1.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122713.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122720_1.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122728_1.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122645.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122745.jpg;Drenagem_BU_000+400_107_ECO101_20200927_122751.jpg;;;;;;;;;;;;;;
4341;10650;27/9/2020;BUEIRO;000+500;ES;BR-101;CANTEIRO CENTRAL;1,10;1,00;0,80;ø0,8;Bom;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-20,7897666084143;-40,7872257738415;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;Câmera;2741;;N;4;2020;;;BR-101;Drenagem_BU_000+500_394_ECO101_20200927_122104.jpg;27-09_DSC02741.jpg;Drenagem_BU_000+500_394_ECO101_20200927_122104.jpg;27-09_DSC02741.jpg;Drenagem_BU_000+500_394_ECO101_20200927_122121.jpg;Drenagem_BU_000+500_394_ECO101_20200927_122133.jpg;Drenagem_BU_000+500_394_ECO101_20200927_122114.jpg;;;;;;;;;;;;;;;;;
3663;10576;27/9/2020;BUEIRO;000+500;ES;BR-101;SUL;0,00;0,00;0,80;ø0,8;Bom;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-20,78966479;-40,78742569;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;WhatsApp Image 2020-09-30 at 21.44.32.jpeg;WhatsApp Image 2020-09-30 at 21.44.32 (1).jpeg;Drenagem_BU_000+500_107_ECO101_20200927_122159.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122406_1.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122241.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122352.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122359.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122234.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122413_1.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122419.jpg;Drenagem_BU_000+500_107_ECO101_20200927_122427.jpg;;;;;;;;;;;;;
4719;10579;8/10/2020;BUEIRO;000+610;ES;BR-101;SUL;0,00;0,00;1,20;ø1,2;Regular;RODOVIA;ALA;TRIPLO;JUSANTE;CONCRETO;TUBULAR;BTTC;NÃO;NÃO; ;;-20,7905575;-40,7878071;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Trabalha afogado.;GUILHERME DE OLIVEIRA MONGE;N;N;8/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+610_001_ECO101_20201008_122301.jpg;Drenagem_BU_000+610_001_ECO101_20201008_122415.jpg;Drenagem_BU_000+610_001_ECO101_20201008_122301.jpg;Drenagem_BU_000+610_001_ECO101_20201008_122415.jpg;Drenagem_BU_000+610_001_ECO101_20201008_122327.jpg;Drenagem_BU_000+610_001_ECO101_20201008_122436.jpg;;;;;;;;;;;;;;;;;;
4720;10578;8/10/2020;BUEIRO;000+620;ES;BR-101;SUL;0,00;0,00;1,00;ø1;Bom;RODOVIA;ALA;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO; ;;-20,790647;-40,787899;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Trabalha afogado.;GUILHERME DE OLIVEIRA MONGE;N;N;8/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+620_001_ECO101_20201008_122713.jpg;Drenagem_BU_000+620_001_ECO101_20201008_122610.jpg;Drenagem_BU_000+620_001_ECO101_20201008_122713.jpg;Drenagem_BU_000+620_001_ECO101_20201008_122610.jpg;Drenagem_BU_000+620_001_ECO101_20201008_122641.jpg;Drenagem_BU_000+620_001_ECO101_20201008_122651.jpg;Drenagem_BU_000+620_001_ECO101_20201008_122558.jpg;;;;;;;;;;;;;;;;;
3664;10577;27/9/2020;BUEIRO;000+640;ES;BR-101;SUL;0,00;0,00;1,20;ø1,2;Regular;RODOVIA;ALA;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-20,79089315;-40,78789955;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Trabalha Afogado.;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+640_107_ECO101_20200927_121427.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121449.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121427.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121449.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121441.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121508.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121515.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121522.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121531.jpg;;;;;;;;;;;;;;;
3665;10651;27/9/2020;BUEIRO;000+640;ES;BR-101;CANTEIRO CENTRAL;1,10;1,00;1,20;ø1,2;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-20,79117203;-40,7877427;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;Trabalha afogado.;EDNILSON APARECIDO DOS SANTOS;N;N;27/9/2020;Não;;Câmera;5717;;N;4;2020;;;BR-101;Drenagem_BU_000+640_107_ECO101_20200927_121221.jpg;27-09_DSC05717.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121221.jpg;27-09_DSC05717.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121234.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121240.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121247.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121253.jpg;Drenagem_BU_000+640_107_ECO101_20200927_121229.jpg;;;;;;;;;;;;;;;
3725;10652;27/9/2020;BUEIRO;000+670;ES;BR-101;NORTE;0,00;0,00;1,20;ø1,2;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-20,7915587390945;-40,7875906719209;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Elemento coberto pela vegetação.;GILMAR APARECIDO ANACLETO;N;N;27/9/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_000+670_394_ECO101_20200927_121132.jpg;Drenagem_BU_000+670_394_ECO101_20200927_121307.jpg;Drenagem_BU_000+670_394_ECO101_20200927_121132.jpg;Drenagem_BU_000+670_394_ECO101_20200927_121307.jpg;Drenagem_BU_000+670_394_ECO101_20200927_121246.jpg;Drenagem_BU_000+670_394_ECO101_20200927_121316.jpg;;;;;;;;;;;;;;;;;;
