codAuto;codMonitoramento;data;Elemento;km;Estado;Rodovia;Sentido;Altura;Largura;Diametro;Dimensão;EstadoConservacao;Localizacao;CaixaAla;Tipo;TipoMontante;MaterialRevestimento;formato;SIGLA;repararEntorno;medidaAproximada;elementoExcluido;motivoExclusao;Latitude1;Longitude1;OK;Limpeza;Assoreado;Afogado;TestaAlaDanificada;TubulacaoDanificada;CaixaDanificada;Erosao;FissurasTrincas;SemTampa;Tampadanificada;TampaDanificadaInexist;Estrutura;SemSolucaoImediata;TipoSemSolucaoImediata;DescricaoOutroSemSolucaoImediata;Observacao;funcionario;Marginal;Correcao;dataEnvio;InterferenciaTerceiros;TipoInterferenciaTerceiros;fotoInterna;descricaoFotoInterna;descricaoOutroFotoInterna;inacessivelRocada;Semestre;Ano;Controle;removido;lote;Foto1_Ficha;Foto2_Ficha;Foto1;Foto2;Foto3;Foto4;Foto5;Foto6;Foto7;Foto8;Foto9;Foto10;Foto11;Foto12;Foto13;Foto14;Foto15;Foto1_fichas_nova;Foto2_fichas_nova;Foto3_fichas_nova;Foto4_fichas_nova;observacaoAlteracao;sync;edit
1995;1488;5/10/2020;BUEIRO;075+002;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,784701;-39,8789052;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;JOSE FERNANDES PEREIRA;N;N;5/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_075+002_j 00_ECO101_20201005_155547.jpg;Drenagem_BU_075+002_j 00_ECO101_20201005_155653.jpg;Drenagem_BU_075+002_j 00_ECO101_20201005_155547.jpg;Drenagem_BU_075+002_j 00_ECO101_20201005_155653.jpg;Drenagem_BU_075+002_j 00_ECO101_20201005_155612.jpg;Drenagem_BU_075+002_j 00_ECO101_20201005_155628.jpg;Drenagem_BU_075+002_j 00_ECO101_20201005_155554.jpg;;;;;;;;;;;;;;;;;
1996;2083;5/10/2020;BUEIRO;075+002;ES;BR-101;NORTE;1,20;1,40;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,7846557764605;-39,8789939537673;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;5/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_075+002_0_ECO101_20201005_155637.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155657.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155637.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155657.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155650.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155646.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155710.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155728.jpg;Drenagem_BU_075+002_0_ECO101_20201005_155746.jpg;;;;;;;;;;;;;;;
1997;2084;5/10/2020;BUEIRO;076+430;ES;BR-101;NORTE;1,40;1,20;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,7951974;-39,8867967;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;JOSE FERNANDES PEREIRA;N;N;5/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_076+430_j 00_ECO101_20201005_161311.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161459.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161311.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161459.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161326.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161332.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161318.jpg;Drenagem_BU_076+430_j 00_ECO101_20201005_161512.jpg;;;;;;;;;;;;;;;;
1983;2089;5/10/2020;BUEIRO;076+430;ES;BR-101;SUL;1,40;1,20;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,7951353222534;-39,8869346037663;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;5/10/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_076+430_0_ECO101_20201005_161131.jpg;12-10_SAM_0661.JPG;Drenagem_BU_076+430_0_ECO101_20201005_161131.jpg;12-10_SAM_0661.JPG;Drenagem_BU_076+430_0_ECO101_20201005_161053.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161057.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161108.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161117.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161127.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161043.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161136.jpg;Drenagem_BU_076+430_0_ECO101_20201005_161047.jpg;;;;;;;;;;;;
1998;1539;5/10/2020;BUEIRO;076+440;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,7951756;-39,8868419;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;JOSE FERNANDES PEREIRA;N;N;5/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_076+440_j 00_ECO101_20201005_161104.jpg;Drenagem_BU_076+440_j 00_ECO101_20201005_161209.jpg;Drenagem_BU_076+440_j 00_ECO101_20201005_161104.jpg;Drenagem_BU_076+440_j 00_ECO101_20201005_161209.jpg;Drenagem_BU_076+440_j 00_ECO101_20201005_161147.jpg;Drenagem_BU_076+440_j 00_ECO101_20201005_161157.jpg;Drenagem_BU_076+440_j 00_ECO101_20201005_161116.jpg;;;;;;;;;;;;;;;;;
1982;1495;5/10/2020;BUEIRO;076+640;ES;BR-101;SUL;0,00;0,00;1,00;ø1;Regular;RODOVIA;ALA;QUADRUPLO;MONTANTE;CONCRETO;TUBULAR;BQTC;NÃO;NÃO;NÃO;NÃO;-18,7966477944845;-39,8881063820765;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;5/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_076+640_0_ECO101_20201005_160102.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160336.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160102.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160336.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160123.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160131.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160136.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160208.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160331.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160118.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160344.jpg;Drenagem_BU_076+640_0_ECO101_20201005_160359.jpg;;;;;;;;;;;;
1999;1540;5/10/2020;BUEIRO;076+640;ES;BR-101;NORTE;0,00;0,00;1,00;ø1;Regular;RODOVIA;ALA;QUADRUPLO;JUSANTE;CONCRETO;TUBULAR;BQTC;NÃO;NÃO;NÃO;NÃO;-18,7967528;-39,8880052;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;JOSE FERNANDES PEREIRA;N;N;5/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_076+640_j 00_ECO101_20201005_160212.jpg;Drenagem_BU_076+640_j 00_ECO101_20201005_160612.jpg;Drenagem_BU_076+640_j 00_ECO101_20201005_160212.jpg;Drenagem_BU_076+640_j 00_ECO101_20201005_160612.jpg;FotoAprovada_Drenagem_BU_076+640_j 00_ECO101_20201005_160301.jpg;Drenagem_BU_076+640_j 00_ECO101_20201005_160624.jpg;Drenagem_BU_076+640_j 00_ECO101_20201005_160757.jpg;;;;;;;;;;;;;;;;;
2000;1541;6/10/2020;BUEIRO;077+140;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8003972;-39,8906812;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_077+140_j 00_ECO101_20201006_074414.jpg;Drenagem_BU_077+140_j 00_ECO101_20201006_074828.jpg;Drenagem_BU_077+140_j 00_ECO101_20201006_074414.jpg;Drenagem_BU_077+140_j 00_ECO101_20201006_074828.jpg;Drenagem_BU_077+140_j 00_ECO101_20201006_074423.jpg;Drenagem_BU_077+140_j 00_ECO101_20201006_075142.jpg;Drenagem_BU_080+055_j 00_ECO101_20201006_083344.jpg;;;;;;;;;;;;;;;;;
1981;1496;6/10/2020;BUEIRO;077+140;ES;BR-101;SUL;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,800282301811;-39,8909040377829;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Difícil acesso devido a alta vegetação.;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_077+140_0_ECO101_20201006_074531.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074604.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074531.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074604.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074542.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074559.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074537.jpg;Drenagem_BU_077+140_0_ECO101_20201006_074610.jpg;;;;;;;;;;;;;;;;
2063;1542;6/10/2020;BUEIRO;077+610;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8038362;-39,8932545;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Trabalha afogado.;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_077+610_j 00_ECO101_20201006_075511.jpg;Drenagem_BU_077+610_j 00_ECO101_20201006_075941.jpg;Drenagem_BU_077+610_j 00_ECO101_20201006_075511.jpg;Drenagem_BU_077+610_j 00_ECO101_20201006_075941.jpg;Drenagem_BU_077+610_j 00_ECO101_20201006_075932.jpg;Drenagem_BU_077+610_j 00_ECO101_20201006_075531.jpg;;;;;;;;;;;;;;;;;;
1980;1497;6/10/2020;BUEIRO;077+610;ES;BR-101;SUL;0,00;0,00;0,80;ø0,8;Bom;RODOVIA;ALA;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8036944683087;-39,8935347237543;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Trabalha afogado.;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_077+610_0_ECO101_20201006_075412.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075508.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075412.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075508.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075456.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075503.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075417.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075652.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075709.jpg;Drenagem_BU_077+610_0_ECO101_20201006_075713.jpg;;;;;;;;;;;;;;
2001;1543;6/10/2020;BUEIRO;077+850;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8057549;-39,8947953;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_077+850_j 00_ECO101_20201006_080309.jpg;Drenagem_BU_077+850_j 00_ECO101_20201006_080450.jpg;Drenagem_BU_077+850_j 00_ECO101_20201006_080309.jpg;Drenagem_BU_077+850_j 00_ECO101_20201006_080450.jpg;Drenagem_BU_077+850_j 00_ECO101_20201006_080423.jpg;Drenagem_BU_077+850_j 00_ECO101_20201006_080441.jpg;Drenagem_BU_077+850_j 00_ECO101_20201006_080318.jpg;;;;;;;;;;;;;;;;;
2002;2085;6/10/2020;BUEIRO;077+850;ES;BR-101;NORTE;1,40;1,20;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8057515552699;-39,8948564992824;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_077+850_0_ECO101_20201006_080355.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080422.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080355.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080422.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080410.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080414.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080403.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080430.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080438.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080445.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080453.jpg;;;;;;;;;;;;;
1979;2090;6/10/2020;BUEIRO;077+850;ES;BR-101;SUL;1,40;1,20;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8056917506262;-39,8949470075384;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_077+850_0_ECO101_20201006_080221.jpg;12-10_SAM_0663.JPG;Drenagem_BU_077+850_0_ECO101_20201006_080221.jpg;12-10_SAM_0663.JPG;Drenagem_BU_077+850_0_ECO101_20201006_080236.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080242.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080246.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080251.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080258.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080311.jpg;Drenagem_BU_077+850_0_ECO101_20201006_080232.jpg;;;;;;;;;;;;;
1943;1489;6/10/2020;BUEIRO;078+910;ES;BR-101;NORTE;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8131366;-39,9003935;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_078+910_j 00_ECO101_20201006_080923.jpg;Drenagem_BU_078+910_j 00_ECO101_20201006_081039.jpg;Drenagem_BU_078+910_j 00_ECO101_20201006_080923.jpg;Drenagem_BU_078+910_j 00_ECO101_20201006_081039.jpg;Drenagem_BU_078+910_j 00_ECO101_20201006_081011.jpg;Drenagem_BU_078+910_j 00_ECO101_20201006_081029.jpg;Drenagem_BU_078+910_j 00_ECO101_20201006_080934.jpg;;;;;;;;;;;;;;;;;
1944;2086;6/10/2020;BUEIRO;078+910;ES;BR-101;NORTE;1,20;1,40;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8131169413625;-39,9003900157395;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_078+910_0_ECO101_20201006_081035.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081131.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081035.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081131.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081045.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081059.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081105.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081112.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081040.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081139.jpg;Drenagem_BU_078+910_0_ECO101_20201006_081146.jpg;;;;;;;;;;;;;
1945;2091;6/10/2020;BUEIRO;078+910;ES;BR-101;SUL;1,20;1,40;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8130573121293;-39,9004686300466;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_078+910_0_ECO101_20201006_080834.jpg;12-10_SAM_0664.JPG;Drenagem_BU_078+910_0_ECO101_20201006_080834.jpg;12-10_SAM_0664.JPG;Drenagem_BU_078+910_0_ECO101_20201006_080848.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080856.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080907.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080915.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080843.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080931.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080941.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080950.jpg;Drenagem_BU_078+910_0_ECO101_20201006_080924.jpg;;;;;;;;;;;
2003;2107;6/10/2020;BUEIRO;079+700;ES;BR-101;NORTE;1,20;1,40;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8191796;-39,9049266;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_079+700_j 00_ECO101_20201006_081515.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081554.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081515.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081554.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081541.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081549.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081528.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081608.jpg;;;;;;;;;;;;;;;;
1977;1556;6/10/2020;BUEIRO;079+700;ES;BR-101;SUL;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8190287279667;-39,9050251197243;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_079+700_0_ECO101_20201006_081447.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081559.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081447.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081559.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081456.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081452.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081609.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081630.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081658.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081710.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081749.jpg;Drenagem_BU_079+700_0_ECO101_20201006_081753.jpg;;;;;;;;;;;;
2004;2118;6/10/2020;BUEIRO;079+700;ES;BR-101;SUL;1,20;1,40;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CLP;NÃO;NÃO;NÃO;NÃO;-18,8190635;-39,9050128;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;Abrir Caixa;;;N;4;2020;;;BR-101;Drenagem_BU_079+700_j 00_ECO101_20201006_081744.jpg;12-10_SAM_0665.JPG;Drenagem_BU_079+700_j 00_ECO101_20201006_081744.jpg;12-10_SAM_0665.JPG;Drenagem_BU_079+700_j 00_ECO101_20201006_081757.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081751.jpg;Drenagem_BU_079+700_j 00_ECO101_20201006_081803.jpg;;;;;;;;;;;;;;;;;
2005;2108;6/10/2020;BUEIRO;079+950;ES;BR-101;NORTE;1,40;1,20;0,80;ø0,8;Regular;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8209898;-39,9062986;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;JOSE FERNANDES PEREIRA;N;N;6/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_079+950_j 00_ECO101_20201006_082530.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082621.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082530.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082621.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082545.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082551.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082600.jpg;Drenagem_BU_079+950_j 00_ECO101_20201006_082537.jpg;;;;;;;;;;;;;;;;
1974;1498;6/10/2020;BUEIRO;079+950;ES;BR-101;SUL;0,00;0,00;0,80;ø0,8;Bom;RODOVIA;ALA;SIMPLES;JUSANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,8209102794777;-39,9064002141209;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;WhatsApp Image 2020-08-14 at 10.15.43.jpeg;WhatsApp Image 2020-08-14 at 10.16.35.jpeg;Drenagem_BU_079+950_0_ECO101_20201006_082641.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082901.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082659.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082836.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082844.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082853.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082655.jpg;;;;;;;;;;;;;;;
1975;2119;6/10/2020;BUEIRO;079+950;ES;BR-101;SUL;1,40;1,20;0,80;ø0,8;Bom;RODOVIA;CX;SIMPLES;MONTANTE;CONCRETO;TUBULAR;CCS;NÃO;NÃO;NÃO;NÃO;-18,8209232563398;-39,9064003462315;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;CAIXA COLETORA;N;;;;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;Tablet;;;N;4;2020;;;BR-101;Drenagem_BU_079+950_0_ECO101_20201006_082505.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082552.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082505.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082552.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082521.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082528.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082536.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082541.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082515.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082601.jpg;Drenagem_BU_079+950_0_ECO101_20201006_082610.jpg;;;;;;;;;;;;;
1976;1499;6/10/2020;BUEIRO;080+000;ES;BR-101;SUL;0,00;0,00;0,80;ø0,8;Regular;RODOVIA;ALA;SIMPLES;MONTANTE;CONCRETO;TUBULAR;BSTC;NÃO;NÃO;NÃO;NÃO;-18,821252927955;-39,9068079533136;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;TESTA COM ALA;N;;;Elemento coberto pela vegetação.;CLEBERÇON DA SILVA SANTOS MATTOS;N;N;6/10/2020;Não;;;;;N;4;2020;;;BR-101;Drenagem_BU_080+000_0_ECO101_20201006_082032.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082334.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082032.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082334.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082100.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082313.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082319.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082324.jpg;Drenagem_BU_080+000_0_ECO101_20201006_082054.jpg;;;;;;;;;;;;;;;
