CodAuto;Identificação;Extensão;km inicial;km final;Tipo de Bueiro;Forma;Rodovia;MONTANTE;;;;;;;JUSANTE;;;;;;ESTADO DE CONSERVAÇÃO MONTANTE;;;;;;;;;;;ESTADO DE CONSERVAÇÃO JUSANTE;;;;;;;;;;Data;FOTOS;;FOTOS;
;;;;;;;;Dimensões (m);Lado;Dispositivo entrada;Material;Estado de Conservação;Coord. Montante (X);Coord. Montante (Y);Dimensões (m);Lado;Estrutura de saída;Material;Estado de Conservação;Coord. Jusante (X);Coord. Jusante (Y);OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;OK;Limpeza;Assoreado;Afogado;Testa ou ala danificada;Tubulação danificada;Caixa danificada;Erosão;Fissuras/trincas;Tampa Danificada/Inexist.;;Montante;Montante pan.;Jusante;Jusante pan.
69;BU 101 ES 001+650 C 1;10,73;001+650;001+660;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,7999039;-40,7889326;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,7999982;-40,7889108;;X;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
70;BU 101 ES 001+660 C 1;12,52;001+660;001+670;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,7999982;-40,7889108;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8001072;-40,7888807;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
71;BU 101 ES 001+670 C 1;11,16;001+670;001+680;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8001072;-40,7888807;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8002051;-40,7888572;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
72;BU 101 ES 001+680 C 1;9,67;001+680;001+690;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8002051;-40,7888572;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8002921;-40,7888577;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
73;BU 101 ES 001+690 C 1;17,25;001+690;001+700;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8002921;-40,7888577;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8004403;-40,7888087;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
74;BU 101 ES 001+700 C 1;11,46;001+700;001+710;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8004403;-40,7888087;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8005415;-40,788788;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
75;BU 101 ES 001+710 C 1;13,89;001+710;001+720;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8005415;-40,788788;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,800665;-40,788768;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
76;BU 101 ES 001+720 C 1;10,37;001+720;001+740;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,800665;-40,788768;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8007572;-40,788753;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
77;BU 101 ES 001+740 C 1;11,8;001+740;001+760;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8007572;-40,788753;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8008621;-40,7887359;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
78;BU 101 ES 001+760 C 1;10,33;001+760;001+770;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8008621;-40,7887359;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8009548;-40,78873;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
79;BU 101 ES 001+770 C 1;10,61;001+770;001+780;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8009548;-40,78873;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8010502;-40,7887262;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
80;BU 101 ES 001+780 C 1;14,11;001+780;001+790;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8010502;-40,7887262;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8011763;-40,7887108;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
81;BU 101 ES 001+790 C 1;11,39;001+790;001+800;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8011763;-40,7887108;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8012784;-40,7887194;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
82;BU 101 ES 001+800 C 1;13,18;001+800;001+820;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8012784;-40,7887194;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8013901;-40,7887617;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
83;BU 101 ES 001+800 N 1;58,55;001+800;001+800;ALA;CELULAR;;1,5x1,5;NORTE;TESTA COM ALA;CONCRETO;Bom;-18,1906278120576;-39,921487423409;1,5x1,5;SUL;TESTA COM ALA;CONCRETO;Regular;-18,1905758;-39,922039;X;;;;;;;;;;;X;;;;;;;;;26/9/2020;;;;
84;BU 101 ES 001+820 C 1;6,02;001+820;001+830;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8013901;-40,7887617;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8014442;-40,7887607;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
85;BU 101 ES 001+830 C 1;18,37;001+830;001+840;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8014442;-40,7887607;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,801608;-40,7887835;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
86;BU 101 ES 001+840 C 1;9,6;001+840;001+850;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,801608;-40,7887835;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8016941;-40,7887768;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
87;BU 101 ES 001+850 C 1;17,43;001+850;001+880;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8016941;-40,7887768;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,80185;-40,7887939;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
88;BU 101 ES 001+880 C 1;7,1;001+880;001+900;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,80185;-40,7887939;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,801911;-40,7888142;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
89;BU 101 ES 001+900 C 1;13,23;001+900;001+920;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,801911;-40,7888142;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8020298;-40,7888206;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
90;BU 101 ES 001+920 C 1;10,01;001+920;001+940;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8020298;-40,7888206;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8021169;-40,7888451;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
91;BU 101 ES 001+940 C 1;28,62;001+940;001+970;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8021169;-40,7888451;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8023693;-40,788899;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
92;BU 101 ES 001+970 C 1;10,07;001+970;001+985;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8023693;-40,788899;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8024552;-40,7889297;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
93;BU 101 ES 001+985 C 1;1,68;001+985;001+990;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8024552;-40,7889297;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,802464;-40,7889429;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
94;BU 101 ES 001+990 C 1;12,69;001+990;002+000;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,802464;-40,7889429;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8025712;-40,7889849;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
95;BU 101 ES 002+000 C 1;15,46;002+000;002+025;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8025712;-40,7889849;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8027077;-40,7890133;;X;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
96;BU 101 ES 002+020 S 1;41,55;002+020;002+020;ALA;CELULAR;;2x2;SUL;TESTA COM ALA;CONCRETO;Bom;-20,8029204;-40,7893452;2x2;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8029892;-40,7889523;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
97;BU 101 ES 002+025 C 1;52,33;002+025;002+020;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8027077;-40,7890133;ø0,6;SUL;TESTA COM ALA;CONCRETO;Regular;-20,8022559;-40,7888724;;X;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
98;BU 101 ES 002+045 C 1;9,8;002+045;002+055;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8028756;-40,7890952;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8029595;-40,789124;;X;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
99;BU 101 ES 002+055 C 1;13,96;002+055;002+060;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8029595;-40,789124;ø0,4;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,8030467;-40,7890274;;X;;;;;;;;;;;;;;;;;;X;22/9/2020;;;;
100;BU 101 ES 002+060 N 2;10,22;002+060;002+060;CX/ALA;TUBULAR;;ø0,4;NORTE;CAIXA COLETORA;CONCRETO;Regular;-20,8030467;-40,7890274;ø0,4;NORTE;TUBULAÇÃO EXPOSTA;CONCRETO;Regular;-20,803108;-40,7889541;;;;;;;;;;X;;X;;;;;;;;;22/9/2020;;;;
101;BU 101 ES 002+065 C 1;16,63;002+065;002+055;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8030944;-40,7891931;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8029595;-40,789124;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
102;BU 101 ES 002+075 C 1;12,22;002+075;002+065;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8031944;-40,7892419;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8030944;-40,7891931;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
103;BU 101 ES 002+110 C 1;29,19;002+110;002+075;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8034277;-40,7893707;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8031944;-40,7892419;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
104;BU 101 ES 002+150 C 1;38,92;002+150;002+110;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8037283;-40,7895625;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8034277;-40,7893707;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
105;BU 101 ES 002+180 C 1;35,19;002+180;002+150;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8039893;-40,7897539;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8037283;-40,7895625;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
106;BU 101 ES 002+220 C 1;35,58;002+220;002+180;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8042405;-40,7899659;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8039893;-40,7897539;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
107;BU 101 ES 002+370 C 1;42,2;002+370;002+410;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8050879;-40,7911407;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8052744;-40,7914943;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
108;BU 101 ES 002+410 C 1;39,05;002+410;002+440;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8052744;-40,7914943;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8054136;-40,7918392;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
109;BU 101 ES 002+440 C 1;38,25;002+440;002+480;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8054136;-40,7918392;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8055256;-40,7921871;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
110;BU 101 ES 002+440 N 2;13,74;002+440;002+440;ALA;TUBULAR;;ø0,4;NORTE;TESTA SEM ALA;METALICO;Bom;-18,195679788231;-39,925640643181;ø0,4;NORTE;TESTA SEM ALA;METALICO;Bom;-18,195794253056;-39,925689690775;X;;;;;;;;;;X;;;;;;;;;;26/9/2020;;;;
111;BU 101 ES 002+480 C 1;40,63;002+480;002+520;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8055256;-40,7921871;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8055957;-40,7925707;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
112;BU 101 ES 002+515 N 1;19,34;002+515;002+515;CX/ALA;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-18,1961860408953;-39,926128444987;ø1;SUL;TESTA COM ALA;CONCRETO;Regular;-18,196082;-39,9262752;X;;;;;;;;;;;X;;;;;;;;;26/9/2020;;;;
113;BU 101 ES 002+520 C 1;46,27;002+520;002+560;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8055957;-40,7925707;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8056861;-40,7930052;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
114;BU 101 ES 002+560 C 1;19,01;002+560;002+560;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8056861;-40,7930052;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8058534;-40,7929675;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
115;BU 101 ES 002+630 C 1;18,76;002+630;002+630;CX/ALA;TUBULAR;;ø0,8;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,8058028;-40,7939675;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8059694;-40,793939;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
116;BU 101 ES 002+670 N 1;16,67;002+670;002+670;CX/ALA;TUBULAR;;ø1;NORTE;CAIXA COLETORA;CONCRETO;Bom;-18,1972827506928;-39,9272809343949;ø1;SUL;TESTA COM ALA;CONCRETO;Bom;-18,1971843;-39,9274;X;;;;;;;;;;X;;;;;;;;;;26/9/2020;;;;
117;BU 101 ES 002+970 S 1;48,4;002+970;002+970;ALA;CELULAR;;3x2,5;SUL;TESTA COM ALA;CONCRETO;Bom;-20,8061052;-40,7969235;3x2,5;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,8064824;-40,7966911;X;;;;;;;;;;;X;;;X;;;X;;;8/10/2020;;;;
118;BU 101 ES 002+980 N 1;32,71;002+980;002+970;ALA;CELULAR;;1,4x1,4;NORTE;TESTA COM ALA;CONCRETO;Regular;-18,1994062754249;-39,9289841486784;1,4x1,4;SUL;TESTA COM ALA;CONCRETO;Regular;-18,1991181;-39,9290461;;X;;;;;;;;;;X;;;;;;;;;26/9/2020;;;;
119;BU 101 ES 003+270 C 1;17,74;003+270;003+280;CX/ALA;TUBULAR;;ø0,8;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,80822053;-40,79879969;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8083270093777;-40,7986725507835;X;;;;;;;;;;X;;;;;;;;;;27/9/2020;;;;
120;BU 101 ES 003+320 S 1;62,43;003+320;003+340;ALA;TUBULAR;;ø1;SUL;TESTA COM ALA;CONCRETO;Bom;-20,80842362;-40,79918771;ø1;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8089770857576;-40,7990868575607;X;;;;;;;;;;X;;;;;;;;;;27/9/2020;;;;
121;BU 101 ES 003+580 N 1;25,24;003+580;003+580;ALA;TUBULAR;;ø1;NORTE;TESTA COM ALA;CONCRETO;Regular;-18,2041791361672;-39,9316930890369;ø1;SUL;TESTA COM ALA;CONCRETO;Bom;-18,2040072;-39,9318491;;X;;;;;;;;;X;;;;;;;;;;26/9/2020;;;;
122;BU 101 ES 003+670 C 1;27,44;003+670;003+670;CX/ALA;TUBULAR;;ø0,8;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,80971164;-40,80234249;ø0,8;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8099429601018;-40,8024345674499;X;;;;;;;;;;X;;;;;;;;;;27/9/2020;;;;
123;BU 101 ES 003+740 N 1;19,5;003+740;003+740;ALA;TUBULAR;;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Bom;-18,2050126553623;-39,9329724022688;ø0,6;SUL;TESTA COM ALA;CONCRETO;Regular;-18,2048486;-39,9330375;X;;;;;;;;;;;;;;;;;X;X;;26/9/2020;;;;
124;BU 101 ES 003+960 C 1;20,05;003+960;003+960;CX;TUBULAR;;ø1,2;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,8091508038721;-40,8046272360202;ø1,2;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,80901865;-40,80449604;X;;;;;;;;;;X;;;;;;;;;;27/9/2020;;;;
125;BU 101 ES 003+960 C 2;16,68;003+960;003+970;CX/ALA;TUBULAR;;ø1,2;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,80901865;-40,80449604;ø1,2;SUL;TESTA COM ALA;CONCRETO;Regular;-20,80887507;-40,80444945;X;;;;;;;;;;;X;;;;;;;;;27/9/2020;;;;
126;BU 101 ES 003+960 N 1;32,61;003+960;003+960;ALA/CX;TUBULAR;;ø1,2;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,8094311279196;-40,8047195260014;ø1,2;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,8091508038721;-40,8046272360202;;X;;;;;;;;;X;;;;;;;;;;27/9/2020;;;;
127;BU 101 ES 004+110 C 1;26,52;004+110;004+110;CX/ALA;TUBULAR;;ø1;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,80848045;-40,80577469;ø1;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,8086862409898;-40,8059037112011;;X;;;;;;;;;;X;;;;;;;;;27/9/2020;;;;
128;BU 101 ES 004+110 S 1;18,66;004+110;004+110;ALA/CX;TUBULAR;;ø1;SUL;TESTA COM ALA;CONCRETO;Regular;-20,80832326;-40,80571174;ø1;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Regular;-20,80848045;-40,80577469;;X;;;;;;;;;;X;;;;;;;;;27/9/2020;;;;
129;BU 101 ES 004+230 N 1;26,91;004+230;004+210;ALA;TUBULAR;;ø1;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,80800453;-40,80701386;ø1;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,8081531059955;-40,8068094574919;;X;;;;;;;;;;X;;;;;;;;;27/9/2020;;;;
130;BU 101 ES 004+240 N 1;24,89;004+240;004+240;ALA;CELULAR;;3x1,5;NORTE;TESTA COM ALA;CONCRETO;Bom;-18,2070998249781;-39,9372434119313;3x1,5;SUL;TESTA COM ALA;CONCRETO;Regular;-18,2069023;-39,9373542;X;;;;;;;;;;;X;;;;;;;;;26/9/2020;;;;
131;BU 101 ES 004+440 N 1;27,68;004+440;004+440;CX/ALA;TUBULAR;;ø0,8;NORTE;CAIXA COLETORA;CONCRETO;Regular;-18,207549927255;-39,9386698411808;ø0,8;SUL;TESTA COM ALA;CONCRETO;Regular;-18,2073221;-39,9387754;;X;;;;;;;;;;X;;;;;;;;;26/9/2020;;;;
132;BU 101 ES 004+600 C 1;25,36;004+600;004+590;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8055698642881;-40,8093173750704;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,8057721698431;-40,8094300208303;;X;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
133;BU 101 ES 004+720 C 1;14,54;004+720;004+710;CX/ALA;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8048678058471;-40,8103164954449;ø0,6;NORTE;TESTA COM ALA;CONCRETO;Regular;-20,8049900229193;-40,8103662870838;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
134;BU 101 ES 004+720 S 1;33,15;004+720;004+720;ALA;TUBULAR;;ø1;SUL;TESTA COM ALA;CONCRETO;Regular;-20,8046769146773;-40,8102668466278;ø1;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,8049341807025;-40,8104279895278;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
135;BU 101 ES 004+750 C 1;24,07;004+750;004+720;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,804706295258;-40,8104706255453;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Bom;-20,8048678058471;-40,8103164954449;;X;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
136;BU 101 ES 004+760 C 1;24,47;004+760;004+750;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8045796985435;-40,8106631323978;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,804706295258;-40,8104706255453;;X;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
137;BU 101 ES 004+810 C 1;32,55;004+810;004+760;CX;TUBULAR;;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;CONCRETO;Bom;-20,8045011359634;-40,8109647812408;ø0,6;CANTEIRO CENTRAL;CAIXA COLETORA;METALICO;Regular;-20,8045796985435;-40,8106631323978;X;;;;;;;;;;;X;;;;;;;;;22/9/2020;;;;
138;BU 101 ES 004+890 S 1;2,87;004+890;004+893;ALA;TUBULAR;;ø0,2;SUL;TESTA SEM ALA;CONCRETO;Regular;-18,2100591;-39,941584;ø0,2;SUL;TESTA SEM ALA;CONCRETO;Bom;-18,2100594;-39,9416111;;X;;;;;;;;;X;;;;;;;;;;26/9/2020;;;;
139;BU 101 ES 004+897 S 1;4,83;004+897;004+894;ALA;TUBULAR;;ø0,2;SUL;TESTA SEM ALA;CONCRETO;Bom;-18,2100104;-39,9415494;ø0,2;SUL;TESTA SEM ALA;CONCRETO;Regular;-18,2100469;-39,9415246;X;;;;;;;;;;;X;;;;;;;;;26/9/2020;;;;
140;BU 101 ES 004+980 N 1;52,52;004+980;005+020;ALA;CELULAR;;1,5x2,5;NORTE;TESTA COM ALA;CONCRETO;Bom;-20,804192863959;-40,8127065300833;1,5x2,5;SUL;TESTA COM ALA;CONCRETO;Bom;-20,80376328685;-40,8129165371314;X;;;;;;;;;;X;;;;;;;;;;22/9/2020;;;;
141;BU 101 ES 005+005 N 1;16,24;005+005;005+005;ALA;CELULAR;;1,3x1,5;NORTE;TESTA COM ALA;CONCRETO;Bom;-18,2112228;-39,942274;1,3x1,5;SUL;TESTA SEM ALA;CONCRETO;Regular;-18,211155725415;-39,942410549433;X;;;;;;;;;;;X;;;;;;;;;28/9/2020;;;;
142;BU 101 ES 005+040 N 1;17,7;005+040;005+040;ALA;TUBULAR;;ø0,4;NORTE;TESTA COM ALA;CONCRETO;Bom;-18,2116284;-39,9425793;ø0,4;SUL;TESTA COM ALA;CONCRETO;Bom;-18,2115323155955;-39,9427129552906;X;;;;;;;;;;X;;;;;;;;;;28/9/2020;;;;
143;BU 101 ES 005+100 N 1;29,84;005+100;005+110;ALA;TUBULAR;;ø1;NORTE;TESTA COM ALA;CONCRETO;Regular;-18,2121838;-39,942838;ø1;NORTE;TESTA COM ALA;CONCRETO;Bom;-18,212416;-39,9429797;;X;;;;;;;;;X;;;;;;;;;;28/9/2020;;;;
